Time,Open,High,Low,Close,Volume
2022-11-28T06:00:00+0000,1855.0,1855.0,1833.9,1835.5,279
2022-11-29T06:00:00+0000,1843.6,1851.2,1842.1,1842.9,116
2022-11-30T06:00:00+0000,1844.0,1863.2,1839.7,1839.7,353
2022-12-01T06:00:00+0000,1866.1,1896.3,1866.1,1893.6,596
2022-12-02T06:00:00+0000,1894.0,1894.0,1871.2,1888.5,845
2022-12-05T06:00:00+0000,1900.0,1900.0,1858.0,1860.7,393
2022-12-06T06:00:00+0000,1863.2,1869.3,1861.3,1861.5,685
2022-12-07T06:00:00+0000,1862.5,1881.4,1861.2,1876.4,109
2022-12-08T06:00:00+0000,1872.4,1881.4,1872.0,1879.6,48
2022-12-09T06:00:00+0000,1886.0,1895.7,1884.4,1888.7,31
2022-12-12T06:00:00+0000,1885.9,1885.9,1869.9,1870.2,77
2022-12-13T06:00:00+0000,1870.5,1911.3,1870.5,1903.0,463
2022-12-14T06:00:00+0000,1895.4,1900.2,1895.4,1896.1,170
2022-12-15T06:00:00+0000,1881.4,1881.4,1862.0,1865.4,88
2022-12-16T06:00:00+0000,1869.7,1877.8,1864.5,1877.8,47
2022-12-19T06:00:00+0000,1879.4,1879.4,1873.3,1875.4,731
2022-12-20T06:00:00+0000,1888.1,1908.4,1888.1,1903.5,405
2022-12-21T06:00:00+0000,1903.0,1911.0,1903.0,1903.9,96
2022-12-22T06:00:00+0000,1894.7,1894.7,1873.2,1873.2,78
2022-12-23T06:00:00+0000,1879.0,1884.0,1878.6,1882.5,545
2022-12-27T06:00:00+0000,1887.9,1916.8,1886.7,1902.7,92
2022-12-28T06:00:00+0000,1897.8,1897.9,1890.0,1895.1,603
2022-12-29T06:00:00+0000,1892.5,1905.7,1891.1,1905.7,31
2022-12-30T06:00:00+0000,1900.8,1910.6,1900.8,1906.1,232
2023-01-03T06:00:00+0000,1916.4,1934.6,1914.0,1926.2,77
2023-01-04T06:00:00+0000,1934.7,1949.0,1934.5,1940.1,305
2023-01-05T06:00:00+0000,1936.4,1937.4,1914.7,1922.6,766
2023-01-06T06:00:00+0000,1924.0,1954.0,1923.6,1951.3,357
2023-01-09T06:00:00+0000,1956.0,1967.8,1956.0,1959.8,811
2023-01-10T06:00:00+0000,1962.3,1966.8,1958.0,1959.1,850
2023-01-11T06:00:00+0000,1968.9,1970.4,1953.3,1961.3,1597
2023-01-12T06:00:00+0000,1968.4,1985.1,1964.2,1981.2,940
2023-01-13T06:00:00+0000,1982.6,2008.2,1980.4,2005.3,1616
2023-01-17T06:00:00+0000,2004.4,2014.5,1990.6,1993.6,591
2023-01-18T06:00:00+0000,1988.4,2010.0,1983.5,1990.6,392
2023-01-19T06:00:00+0000,1985.9,2017.9,1985.9,2006.4,976
2023-01-20T06:00:00+0000,2016.2,2020.0,2005.7,2010.4,2409
2023-01-23T06:00:00+0000,2008.4,2015.5,1994.9,2011.6,1858
2023-01-24T06:00:00+0000,2016.5,2026.3,2004.7,2020.3,4234
2023-01-25T06:00:00+0000,2021.3,2032.4,2007.6,2027.4,1440
2023-01-26T06:00:00+0000,2028.2,2028.2,2008.0,2014.0,666
2023-01-27T06:00:00+0000,2008.5,2019.0,2003.7,2013.0,276
2023-01-30T06:00:00+0000,2013.0,2017.5,2004.3,2006.8,144
2023-01-31T06:00:00+0000,2007.1,2014.1,1985.0,2013.1,630
2023-02-01T06:00:00+0000,2009.5,2036.4,2004.0,2010.8,802
2023-02-02T06:00:00+0000,2037.0,2042.0,1993.8,1998.5,1178
2023-02-03T06:00:00+0000,1997.0,1998.5,1943.4,1944.2,782
2023-02-06T06:00:00+0000,1941.1,1958.4,1940.4,1947.0,712
2023-02-07T06:00:00+0000,1950.0,1962.2,1945.0,1952.7,304
2023-02-08T06:00:00+0000,1953.1,1962.0,1951.0,1958.9,313
2023-02-09T06:00:00+0000,1958.6,1969.2,1940.0,1947.0,308
2023-02-10T06:00:00+0000,1939.3,1950.8,1933.1,1943.1,152
2023-02-13T06:00:00+0000,1944.0,1945.1,1930.1,1932.2,227
2023-02-14T06:00:00+0000,1934.8,1947.2,1922.5,1934.7,210
2023-02-15T06:00:00+0000,1937.5,1939.5,1910.0,1914.6,1184
2023-02-16T06:00:00+0000,1917.1,1923.7,1906.8,1921.0,222
2023-02-17T06:00:00+0000,1910.0,1922.1,1897.4,1919.5,217
2023-02-21T06:00:00+0000,1922.9,1924.4,1909.5,1912.0,275
2023-02-22T06:00:00+0000,1913.8,1923.5,1902.4,1910.8,796
2023-02-23T06:00:00+0000,1903.1,1910.6,1895.6,1896.4,189
2023-02-24T06:00:00+0000,1903.3,1903.9,1885.9,1886.9,406
2023-02-27T06:00:00+0000,1886.8,1896.0,1884.9,1894.9,231
2023-02-28T06:00:00+0000,1889.2,1908.1,1883.8,1907.1,463
2023-03-01T06:00:00+0000,1901.7,1920.3,1901.7,1916.5,523
2023-03-02T06:00:00+0000,1910.2,1915.9,1907.5,1911.5,400
2023-03-03T06:00:00+0000,1916.5,1933.2,1915.3,1925.6,1085
2023-03-06T06:00:00+0000,1930.0,1930.7,1922.1,1924.9,362
2023-03-07T06:00:00+0000,1922.6,1926.1,1888.8,1891.2,1687
2023-03-08T06:00:00+0000,1888.1,1899.8,1885.2,1891.1,962
2023-03-09T06:00:00+0000,1889.3,1911.2,1888.8,1906.9,696
2023-03-10T06:00:00+0000,1909.0,1945.0,1903.6,1938.0,1448
2023-03-13T05:00:00+0000,1947.5,1983.5,1947.0,1981.8,3347
2023-03-14T05:00:00+0000,1980.0,1983.5,1966.1,1977.1,1460
2023-03-15T05:00:00+0000,1973.7,2002.0,1957.2,1992.3,1694
2023-03-16T05:00:00+0000,1987.5,1999.3,1974.9,1988.8,1271
2023-03-17T05:00:00+0000,1991.0,2057.8,1988.7,2038.8,2002
2023-03-20T05:00:00+0000,2057.0,2077.2,2036.6,2047.6,1991
2023-03-21T05:00:00+0000,2048.6,2051.2,2008.0,2008.4,1532
2023-03-22T05:00:00+0000,2014.0,2049.0,2003.9,2017.3,933
2023-03-23T05:00:00+0000,2036.1,2072.0,2035.7,2062.8,1677
2023-03-24T05:00:00+0000,2059.6,2068.0,2044.2,2049.8,1681
2023-03-27T05:00:00+0000,2042.2,2047.1,2013.6,2021.5,1217
2023-03-28T05:00:00+0000,2032.1,2044.4,2018.2,2041.3,1045
2023-03-29T05:00:00+0000,2043.3,2043.3,2028.5,2035.6,340
2023-03-30T05:00:00+0000,2033.4,2055.2,2023.8,2051.8,815
2023-03-31T05:00:00+0000,2050.0,2057.6,2038.3,2039.0,2027
2023-04-03T05:00:00+0000,2032.3,2060.6,2019.6,2054.1,1635
2023-04-04T05:00:00+0000,2054.4,2095.0,2047.7,2091.4,3682
2023-04-05T05:00:00+0000,2092.4,2101.0,2079.2,2087.5,3578
2023-04-06T05:00:00+0000,2083.9,2089.3,2070.0,2078.4,3578
2023-04-10T05:00:00+0000,2059.6,2073.0,2050.2,2056.8,2780
2023-04-11T05:00:00+0000,2059.6,2076.1,2057.0,2073.3,2002
2023-04-12T05:00:00+0000,2074.1,2096.0,2070.6,2079.7,2915
2023-04-13T05:00:00+0000,2085.6,2117.1,2084.5,2110.1,2180
2023-04-14T05:00:00+0000,2108.8,2115.4,2061.5,2071.2,2410
2023-04-17T05:00:00+0000,2071.1,2082.5,2050.4,2062.2,971
2023-04-18T05:00:00+0000,2061.8,2079.2,2059.6,2075.0,499
2023-04-19T05:00:00+0000,2070.0,2072.4,2036.8,2062.3,1104
2023-04-20T05:00:00+0000,2062.1,2079.0,2058.0,2074.4,877
2023-04-21T05:00:00+0000,2067.6,2070.1,2037.8,2046.0,823
2023-04-24T05:00:00+0000,2048.2,2056.7,2041.2,2055.3,1317
2023-04-25T05:00:00+0000,2056.8,2069.0,2042.9,2059.9,1212
2023-04-26T05:00:00+0000,2064.0,2075.0,2048.6,2051.1,1156
2023-04-27T05:00:00+0000,2053.7,2066.9,2037.2,2054.1,1368
2023-04-28T05:00:00+0000,2050.1,2058.5,2041.2,2054.5,1154
2023-05-01T05:00:00+0000,2050.6,2071.1,2041.4,2048.4,882
2023-05-02T05:00:00+0000,2046.4,2083.8,2044.4,2079.6,2685
2023-05-03T05:00:00+0000,2081.6,2105.5,2075.2,2093.5,3210
2023-05-04T05:00:00+0000,2116.2,2129.7,2094.9,2112.0,3902
2023-05-05T05:00:00+0000,2113.9,2116.1,2063.3,2081.4,5970
2023-05-08T05:00:00+0000,2080.2,2094.0,2079.4,2090.2,3475
2023-05-09T05:00:00+0000,2084.9,2102.0,2083.7,2100.0,3109
2023-05-10T05:00:00+0000,2100.0,2112.4,2085.8,2094.3,4116
2023-05-11T05:00:00+0000,2096.0,2103.6,2073.7,2077.1,4337
2023-05-12T05:00:00+0000,2078.9,2083.9,2062.8,2076.4,1681
2023-05-15T05:00:00+0000,2068.8,2084.4,2068.8,2079.8,2207
2023-05-16T05:00:00+0000,2076.2,2079.5,2046.0,2049.6,1934
2023-05-17T05:00:00+0000,2049.5,2052.9,2035.0,2041.4,2356
2023-05-18T05:00:00+0000,2042.4,2043.6,2010.4,2015.7,2486
2023-05-19T05:00:00+0000,2016.6,2042.8,2012.2,2037.3,2048
2023-05-22T05:00:00+0000,2039.3,2039.4,2026.8,2033.2,1936
2023-05-23T05:00:00+0000,2029.8,2033.6,2011.6,2030.3,1342
2023-05-24T05:00:00+0000,2034.5,2043.2,2014.7,2020.8,3256
2023-05-25T05:00:00+0000,2016.5,2021.4,1996.0,2000.5,3258
2023-05-26T05:00:00+0000,1998.6,2013.1,1992.7,2001.4,2108
2023-05-30T05:00:00+0000,1998.8,2020.2,1988.6,2015.5,2462
2023-05-31T05:00:00+0000,2015.5,2031.2,2010.6,2020.4,2957
2023-06-01T05:00:00+0000,2019.1,2039.0,2008.6,2034.0,2673
2023-06-02T05:00:00+0000,2032.0,2038.9,2002.1,2008.0,2650
2023-06-05T05:00:00+0000,2001.4,2018.7,1992.7,2012.9,3255
2023-06-06T05:00:00+0000,2016.0,2021.2,2009.7,2020.0,2590
2023-06-07T05:00:00+0000,2018.4,2024.6,1994.9,1997.1,3311
2023-06-08T05:00:00+0000,1995.0,2024.0,1994.0,2017.2,3925
2023-06-09T05:00:00+0000,2018.8,2025.8,2010.0,2016.1,3677
2023-06-12T05:00:00+0000,2013.7,2020.0,2002.0,2008.5,4187
2023-06-13T05:00:00+0000,2009.9,2024.5,1991.9,1997.4,6618
2023-06-14T05:00:00+0000,1995.0,2012.3,1991.6,2007.5,2962
2023-06-15T05:00:00+0000,1994.0,2011.4,1975.0,2009.5,3318
2023-06-16T05:00:00+0000,2009.2,2019.1,2004.5,2010.1,1485
2023-06-20T05:00:00+0000,2009.7,2010.0,1979.8,1986.6,5524
2023-06-21T05:00:00+0000,1987.0,1989.0,1968.5,1983.9,6118
2023-06-22T05:00:00+0000,1982.4,1983.3,1960.9,1962.5,5128
2023-06-23T05:00:00+0000,1962.3,1987.3,1958.6,1968.4,8379
2023-06-26T05:00:00+0000,1980.0,1981.7,1970.0,1972.6,7618
2023-06-27T05:00:00+0000,1972.3,1978.9,1958.7,1962.5,7827
2023-06-28T05:00:00+0000,1962.5,1964.0,1949.8,1960.8,9132
2023-06-29T05:00:00+0000,1955.3,1959.4,1939.2,1956.4,11091
2023-06-30T05:00:00+0000,1954.7,1969.2,1946.7,1968.0,6866
2023-07-03T05:00:00+0000,1965.5,1978.0,1956.3,1968.2,10925
2023-07-05T05:00:00+0000,1967.6,1981.4,1960.8,1965.9,13910
2023-07-06T05:00:00+0000,1961.5,1972.8,1947.2,1954.1,19322
2023-07-07T05:00:00+0000,1955.0,1979.4,1954.3,1971.2,18676
2023-07-10T05:00:00+0000,1969.0,1971.1,1956.6,1969.7,53151
2023-07-11T05:00:00+0000,1969.3,1983.2,1968.6,1975.8,40888
2023-07-12T05:00:00+0000,1976.2,2003.7,1976.2,2000.4,44240
2023-07-13T05:00:00+0000,2000.9,2006.8,1995.5,2002.5,51410
2023-07-14T05:00:00+0000,2003.6,2006.0,1993.4,2003.0,67806
2023-07-17T05:00:00+0000,1998.2,2002.1,1987.9,1995.1,35145
2023-07-18T05:00:00+0000,1997.3,2027.0,1997.0,2019.6,49124
2023-07-19T05:00:00+0000,2021.6,2023.2,2012.4,2019.6,29877
2023-07-20T05:00:00+0000,2019.0,2028.6,2006.5,2009.8,35085
2023-07-21T05:00:00+0000,2010.9,2014.6,1997.7,2005.3,34620
2023-07-24T05:00:00+0000,2002.4,2008.2,1993.9,2001.0,77987
2023-07-25T05:00:00+0000,1995.7,2006.2,1990.6,2002.8,82443
2023-07-26T05:00:00+0000,2005.0,2019.3,2002.1,2009.5,104370
2023-07-27T05:00:00+0000,2012.6,2022.1,1981.2,1985.2,189848
2023-07-28T05:00:00+0000,1985.3,2002.0,1983.9,1999.9,159597
2023-07-31T05:00:00+0000,1997.9,2010.9,1986.7,2009.2,139955
2023-08-01T05:00:00+0000,2004.2,2004.4,1978.3,1978.8,167756
2023-08-02T05:00:00+0000,1988.9,1992.2,1969.1,1975.0,169658
2023-08-03T05:00:00+0000,1970.8,1974.5,1964.5,1968.8,141345
2023-08-04T05:00:00+0000,1969.6,1984.2,1954.5,1976.1,156416
2023-08-07T05:00:00+0000,1977.6,1981.7,1966.1,1970.0,104407
2023-08-08T05:00:00+0000,1971.5,1972.8,1956.5,1959.9,142336
2023-08-09T05:00:00+0000,1959.3,1966.1,1947.2,1950.6,139259
2023-08-10T05:00:00+0000,1947.7,1963.5,1944.4,1948.9,168264
2023-08-11T05:00:00+0000,1944.9,1953.6,1942.7,1946.6,122320
2023-08-14T05:00:00+0000,1945.6,1948.2,1934.2,1944.0,120983
2023-08-15T05:00:00+0000,1939.4,1944.3,1927.5,1935.2,167153
2023-08-16T05:00:00+0000,1933.1,1938.2,1922.0,1928.3,128612
2023-08-17T05:00:00+0000,1922.4,1933.5,1914.2,1915.2,152329
2023-08-18T05:00:00+0000,1919.2,1926.0,1915.9,1916.5,114737
2023-08-21T05:00:00+0000,1918.4,1927.9,1913.6,1923.0,138109
2023-08-22T05:00:00+0000,1924.0,1933.2,1917.5,1926.0,131088
2023-08-23T05:00:00+0000,1926.8,1949.7,1926.2,1948.1,170040
2023-08-24T05:00:00+0000,1944.9,1951.3,1939.2,1947.1,137393
2023-08-25T05:00:00+0000,1944.9,1950.4,1931.0,1939.9,166988
2023-08-28T05:00:00+0000,1944.0,1954.2,1940.1,1946.8,115553
2023-08-29T05:00:00+0000,1948.1,1966.5,1941.7,1965.1,174220
2023-08-30T05:00:00+0000,1966.0,1977.1,1962.8,1973.0,142380
2023-08-31T05:00:00+0000,1970.2,1974.9,1965.5,1965.9,133712
2023-09-01T05:00:00+0000,1966.4,1980.2,1960.7,1967.1,160725
2023-09-05T05:00:00+0000,1966.7,1972.6,1950.6,1952.6,192789
2023-09-06T05:00:00+0000,1951.5,1954.5,1940.0,1944.2,148775
2023-09-07T05:00:00+0000,1942.2,1947.9,1940.3,1942.5,117168
2023-09-08T05:00:00+0000,1943.8,1954.0,1940.8,1942.7,138694
2023-09-11T05:00:00+0000,1943.3,1954.6,1939.5,1947.2,131076
2023-09-12T05:00:00+0000,1945.6,1947.5,1929.9,1935.1,161993
2023-09-13T05:00:00+0000,1935.2,1938.4,1927.2,1932.5,161003
2023-09-14T05:00:00+0000,1930.7,1934.5,1921.7,1932.8,201744
2023-09-15T05:00:00+0000,1932.5,1952.4,1931.2,1946.2,199773
2023-09-18T05:00:00+0000,1945.7,1955.7,1943.8,1953.4,138031
2023-09-19T05:00:00+0000,1955.3,1958.9,1950.9,1953.7,131097
2023-09-20T05:00:00+0000,1953.0,1968.9,1948.6,1967.1,220980
2023-09-21T05:00:00+0000,1952.0,1952.2,1933.1,1939.6,225908
2023-09-22T05:00:00+0000,1939.6,1949.1,1939.6,1945.6,139926
2023-09-25T05:00:00+0000,1944.7,1946.8,1933.8,1936.6,164259
2023-09-26T05:00:00+0000,1935.1,1935.5,1917.2,1919.8,212263
2023-09-27T05:00:00+0000,1918.8,1921.7,1890.3,1890.9,238525
2023-09-28T05:00:00+0000,1893.3,1896.8,1874.5,1878.6,231419
2023-09-29T05:00:00+0000,1882.3,1896.7,1862.3,1866.1,245131
2023-10-02T05:00:00+0000,1864.4,1864.7,1842.7,1847.2,202147
2023-10-03T05:00:00+0000,1844.9,1849.3,1830.9,1841.5,216784
2023-10-04T05:00:00+0000,1838.7,1846.8,1831.6,1834.8,195048
2023-10-05T05:00:00+0000,1837.6,1843.5,1826.2,1831.8,172464
2023-10-06T05:00:00+0000,1834.3,1849.0,1823.5,1845.2,231024
2023-10-09T05:00:00+0000,1861.0,1877.3,1857.5,1864.3,187802
2023-10-10T05:00:00+0000,1875.4,1879.1,1866.1,1875.3,157340
2023-10-11T05:00:00+0000,1873.7,1890.9,1871.7,1887.3,169964
2023-10-12T05:00:00+0000,1888.1,1898.3,1880.6,1883.0,163475
2023-10-13T05:00:00+0000,1881.7,1946.2,1881.5,1941.5,312994
2023-10-16T05:00:00+0000,1941.3,1943.0,1921.2,1934.3,182823
2023-10-17T05:00:00+0000,1933.3,1944.5,1924.6,1935.7,165063
2023-10-18T05:00:00+0000,1936.7,1975.8,1935.9,1968.3,270045
2023-10-19T05:00:00+0000,1960.1,1990.2,1957.0,1980.5,264821
2023-10-20T05:00:00+0000,1988.0,2009.2,1983.7,1994.4,289109
2023-10-23T05:00:00+0000,1987.7,1994.3,1971.0,1987.8,212290
2023-10-24T05:00:00+0000,1984.1,1992.0,1964.6,1986.1,200943
2023-10-25T05:00:00+0000,1982.7,1998.6,1973.6,1994.9,240655
2023-10-26T05:00:00+0000,1991.2,2003.7,1981.6,1997.4,214053
2023-10-27T05:00:00+0000,1995.0,2019.7,1986.4,1998.5,213757
2023-10-30T05:00:00+0000,2013.5,2016.8,1999.7,2005.6,181339
2023-10-31T05:00:00+0000,2005.6,2017.7,1987.4,1994.3,214776
2023-11-01T05:00:00+0000,1993.3,2005.9,1978.2,1987.5,197629
2023-11-02T05:00:00+0000,1992.0,1999.2,1986.3,1993.5,158650
2023-11-03T05:00:00+0000,1993.5,2011.9,1989.3,1999.2,222189
2023-11-06T06:00:00+0000,1999.4,2000.1,1984.2,1988.6,146279
2023-11-07T06:00:00+0000,1984.8,1985.2,1962.8,1973.5,218948
2023-11-08T06:00:00+0000,1975.3,1977.5,1953.2,1957.8,189359
2023-11-09T06:00:00+0000,1955.5,1971.5,1948.3,1969.8,214077
2023-11-10T06:00:00+0000,1964.1,1965.6,1936.9,1937.7,229637
2023-11-13T06:00:00+0000,1943.4,1953.5,1935.6,1950.2,183702
2023-11-14T06:00:00+0000,1950.3,1975.3,1938.8,1966.5,180741
2023-11-15T06:00:00+0000,1966.9,1979.2,1958.8,1964.3,142924
2023-11-16T06:00:00+0000,1963.0,1991.1,1959.0,1987.3,186810
2023-11-17T06:00:00+0000,1984.2,1996.4,1981.1,1984.7,133120
2023-11-20T06:00:00+0000,1980.9,1987.8,1967.2,1980.3,177887
2023-11-21T06:00:00+0000,1980.0,2009.8,1979.9,2001.6,230024
2023-11-22T06:00:00+0000,2000.3,2008.3,1988.6,1992.8,199370
2023-11-24T06:00:00+0000,1991.2,2004.5,1990.9,2003.0,214880
2023-11-27T06:00:00+0000,2002.5,2018.9,2001.4,2012.4,251250
2023-11-28T06:00:00+0000,2014.3,2044.1,2011.5,2040.0,174665
2023-11-29T06:00:00+0000,2041.7,2052.1,2036.0,2047.1,15290
2023-11-30T06:00:00+0000,2046.1,2047.1,2033.1,2038.1,2506
2023-12-01T06:00:00+0000,2038.3,2073.2,2036.0,2071.0,614
2023-12-04T06:00:00+0000,2075.3,2130.2,2021.0,2024.1,1071
2023-12-05T06:00:00+0000,2035.1,2037.0,2010.2,2018.5,289
2023-12-06T06:00:00+0000,2019.9,2035.8,2019.0,2030.5,417
2023-12-07T06:00:00+0000,2029.2,2034.9,2024.0,2029.9,67
2023-12-08T06:00:00+0000,2031.7,2033.1,1995.0,1998.3,449
2023-12-11T06:00:00+0000,2004.1,2004.2,1977.2,1978.0,651
2023-12-12T06:00:00+0000,1984.2,1994.2,1977.8,1977.8,95
2023-12-13T06:00:00+0000,1978.5,2024.8,1975.0,1982.3,2252
2023-12-14T06:00:00+0000,2024.7,2040.1,2024.3,2030.2,236
2023-12-15T06:00:00+0000,2032.6,2043.4,2018.3,2021.1,261
2023-12-18T06:00:00+0000,2024.3,2032.8,2024.0,2026.3,100
2023-12-19T06:00:00+0000,2025.2,2042.7,2025.2,2038.4,498
2023-12-20T06:00:00+0000,2037.1,2037.1,2030.3,2034.5,258
2023-12-21T06:00:00+0000,2035.8,2044.5,2033.0,2039.1,228
2023-12-22T06:00:00+0000,2055.7,2068.7,2052.2,2057.1,202
2023-12-26T06:00:00+0000,2060.0,2060.8,2054.2,2058.2,64
2023-12-27T06:00:00+0000,2067.3,2081.9,2064.8,2081.9,40
